video_id,track_id,frame,x,y
video0_or_3,1,1,90.71452698884187,924.0105816876446
video0_or_3,2,1,531.163811577691,588.3681685836227
video0_or_3,3,1,452.3234456380208,565.3902994791666
video0_or_3,4,1,278.41433489764177,616.7009232132523
video0_or_3,5,1,267.0971080638744,565.8498444733796
video0_or_3,6,1,87.07948755334924,589.6631989655671
video0_or_3,7,1,270.7345761899595,823.0028211805555
video0_or_3,8,1,216.25377400716147,1058.1981879340278
video0_or_3,9,1,544.719568323206,568.2763445818866
video0_or_3,1,2,90.71101000831855,924.0013917152605
video0_or_3,2,2,533.808410799574,588.4503874104473
video0_or_3,3,2,451.5736773407732,565.3780534632826
video0_or_3,4,2,276.922195473331,617.1773869759143
video0_or_3,5,2,268.2039246587407,559.6634272382383
video0_or_3,6,2,89.9714374978294,589.5001868781753
video0_or_3,7,2,270.809349479966,820.8410975289082
video0_or_3,8,2,217.3652172427779,1057.2973203860934
video0_or_3,1,3,90.7128560452696,924.0150998403896
video0_or_3,2,3,537.3169048288362,586.9914553443822
video0_or_3,3,3,453.62371147388734,564.1042889225524
video0_or_3,4,3,277.7407896666343,618.8794624441427
video0_or_3,5,3,271.62831584698523,559.5795624157936
video0_or_3,6,3,94.17429442705834,590.711861281319
video0_or_3,7,3,271.11911252967144,820.1991004003735
video0_or_3,8,3,217.20651028480592,1056.0371995082721
video0_or_3,10,3,512.6654911747685,471.79131288881655
video0_or_3,1,4,90.70774935319295,924.0218273832861
video0_or_3,2,4,540.8276847321715,585.0720889337869
video0_or_3,3,4,453.30740212918073,563.3820052862172
video0_or_3,4,4,278.0307575416686,619.7094386652024
video0_or_3,5,4,274.9942206569585,560.6965697343674
video0_or_3,6,4,96.88326598290665,590.6465344376462
video0_or_3,7,4,271.42691904390927,818.1074770602286
video0_or_3,8,4,217.28610646361264,1055.9929867043538
video0_or_3,10,4,512.4884524688591,471.6897171627758
video0_or_3,1,5,90.71768922894225,924.0365473577538
video0_or_3,2,5,543.7051298837856,583.6123860781472
video0_or_3,3,5,453.17663596130285,563.4571664888035
video0_or_3,4,5,277.8137481772451,619.848721526589
video0_or_3,5,5,276.7365764514348,560.4090804449979
video0_or_3,6,5,103.50642507603239,590.3388895690637
video0_or_3,7,5,271.57032158489625,816.5728952315372
video0_or_3,8,5,217.54938167064833,1055.6186210078447
video0_or_3,10,5,512.6299210048575,471.62438375965667
video0_or_3,1,6,90.65343424742271,924.036349099355
video0_or_3,2,6,546.752812092506,582.9283299282248
video0_or_3,3,6,451.9263157696366,562.1641988062507
video0_or_3,4,6,277.57019649104274,620.7349771037714
video0_or_3,5,6,279.5851844697019,560.0870867786515
video0_or_3,6,6,106.77038162854124,591.4653769186943
video0_or_3,7,6,272.59151202564834,815.4452415737742
video0_or_3,8,6,218.78944402146774,1054.9567503767153
video0_or_3,10,6,514.3574302507386,470.30891388550526
video0_or_3,1,7,90.67478548973344,924.0119033696109
video0_or_3,2,7,549.2569828636521,582.666206644792
video0_or_3,3,7,452.1971995657417,561.8506679143701
video0_or_3,4,7,277.617157343984,621.2603058461588
video0_or_3,5,7,282.15303413800115,561.5696220883227
video0_or_3,6,7,111.74812089472822,591.2406038956566
video0_or_3,7,7,271.561210129826,815.8875853526293
video0_or_3,8,7,218.55450140000687,1055.1070199916976
video0_or_3,10,7,514.1305310329644,470.55555221189337
video0_or_3,1,8,90.67391499271373,924.0109804834651
video0_or_3,2,8,552.8143724411889,582.6350333739668
video0_or_3,3,8,452.1943106208628,561.4829572573329
video0_or_3,4,8,277.13553350137107,620.7965120035052
video0_or_3,5,8,285.0209577915622,562.8122817740963
video0_or_3,6,8,118.4900361930558,590.1679547505549
video0_or_3,7,8,272.0730707245418,812.9025704071423
video0_or_3,8,8,218.68112500610962,1054.9924354567854
video0_or_3,10,8,514.1045951701551,470.4137209814963
video0_or_3,1,9,90.68904556164308,924.0205459002816
video0_or_3,2,9,556.540853181602,580.5962630724243
video0_or_3,3,9,451.77303903705007,561.0680960227224
video0_or_3,4,9,276.5374073303964,626.9074365560524
video0_or_3,5,9,287.4414398116399,560.5228522738362
video0_or_3,6,9,121.8418169534187,589.6550611810706
video0_or_3,7,9,272.4129050932397,810.7805597596594
video0_or_3,8,9,218.00062533279728,1054.3642156060262
video0_or_3,10,9,515.1753854690711,470.3397012953106
video0_or_3,1,10,90.68707561872041,924.027123396806
video0_or_3,2,10,557.5349336322718,580.8153718653915
video0_or_3,3,10,451.824436091002,559.5257862534078
video0_or_3,4,10,277.0701764013012,626.5582911832116
video0_or_3,5,10,288.291783358707,561.1425907628089
video0_or_3,6,10,125.33031671616261,590.012503541621
video0_or_3,7,10,273.4408533531483,809.3536043135889
video0_or_3,8,10,218.55404696012522,1054.1601094860378
video0_or_3,10,10,514.938689735998,470.59068653051685
video0_or_3,1,11,90.70287754356087,923.9925084573875
video0_or_3,2,11,560.1618179995637,580.2492421638295
video0_or_3,3,11,451.28401574782697,558.086393635587
video0_or_3,4,11,276.4969932695349,627.3302728496038
video0_or_3,5,11,291.7012113312534,564.4900405930159
video0_or_3,6,11,131.72935451735964,589.7807001990647
video0_or_3,7,11,274.7982415187819,805.0642467616025
video0_or_3,8,11,219.18442811462123,1052.6044930764717
video0_or_3,10,11,515.4717181090432,469.7360860937267
video0_or_3,1,12,90.68258807948645,924.0265137944108
video0_or_3,2,12,561.949350328921,578.3888979591467
video0_or_3,3,12,451.5960375830268,557.7842774429014
video0_or_3,4,12,276.6233311893647,627.7608639516499
video0_or_3,5,12,296.0332058884746,563.0352758803299
video0_or_3,6,12,138.71103317197634,589.814338768866
video0_or_3,7,12,274.974196064267,804.0925450278447
video0_or_3,8,12,219.16480584062248,1053.1449896404408
video0_or_3,10,12,515.4742632005332,469.30142848869554
video0_or_3,1,13,90.66528425755712,924.0303079610264
video0_or_3,2,13,567.2130186608385,578.5346403856735
video0_or_3,3,13,450.835312599955,556.148772934561
video0_or_3,4,13,276.34578659459225,628.4008086253673
video0_or_3,5,13,297.2987186961266,560.0939392439883
video0_or_3,6,13,140.68789312215404,589.7390843230296
video0_or_3,7,13,275.0222946827941,802.2268016672202
video0_or_3,8,13,218.955710493827,1053.925475082617
video0_or_3,10,13,514.5982306753688,469.36471660061324
video0_or_3,11,13,723.7684190538195,494.20359293619794
video0_or_3,1,14,90.75792783379258,924.0046379748326
video0_or_3,2,14,568.5545294607552,579.1031687225474
video0_or_3,3,14,450.6149895947715,556.2488599246025
video0_or_3,4,14,276.9980375904934,627.9189418954803
video0_or_3,5,14,299.6073804154472,563.3034911491673
video0_or_3,6,14,147.02130057280172,591.0628020441775
video0_or_3,7,14,274.4220186482333,802.0889066046291
video0_or_3,8,14,218.75120470001647,1053.5808905567649
video0_or_3,10,14,516.0018100448677,469.1981631638757
video0_or_3,11,14,717.8878132483395,495.8958352110731
video0_or_3,1,15,90.49595191200847,924.1948365814355
video0_or_3,2,15,571.4133803392401,578.9551050189325
video0_or_3,3,15,451.23179705515764,554.9750031650341
video0_or_3,4,15,277.36992545561037,628.5438123302209
video0_or_3,5,15,305.58260812182243,559.8760896135564
video0_or_3,6,15,152.0675272280236,590.9872494525331
video0_or_3,7,15,275.72033260292545,799.7120048912698
video0_or_3,8,15,219.13645753200777,1050.8290754621698
video0_or_3,10,15,517.0271780031264,469.06881694703776
video0_or_3,11,15,714.363960863031,493.8516415472875
video0_or_3,1,16,90.48955722658658,924.1698990372056
video0_or_3,2,16,574.3409075144631,577.0300935293612
video0_or_3,3,16,450.37345643014146,553.9386511890605
video0_or_3,4,16,277.134408675982,630.5272798808287
video0_or_3,5,16,307.2367650819349,565.5791710214648
video0_or_3,6,16,158.41814013845476,591.2206624399457
video0_or_3,7,16,276.2572999141494,798.4418872255928
video0_or_3,8,16,219.1985613427893,1049.56142376665
video0_or_3,10,16,516.8722194613275,468.9299015635519
video0_or_3,11,16,711.9240744721136,493.28234326186833
video0_or_3,1,17,90.73679636557677,924.0943913118958
video0_or_3,2,17,576.5102546986778,574.884924740305
video0_or_3,3,17,449.31047377150344,552.8325418647539
video0_or_3,4,17,277.4548396833953,633.290112097747
video0_or_3,5,17,309.7846345929973,567.5291238924046
video0_or_3,6,17,161.16792336087997,591.5456802992566
video0_or_3,7,17,276.2304505108218,797.5201315257275
video0_or_3,8,17,220.22789253219318,1047.8764937489877
video0_or_3,10,17,516.3446797084662,468.31304714297903
video0_or_3,11,17,708.7658980659456,493.0643121502308
video0_or_3,1,18,90.47421915282901,924.199699734987
video0_or_3,2,18,579.5068414843972,573.7966344661214
video0_or_3,3,18,449.68361597586005,552.8071478084888
video0_or_3,4,18,276.9499865203845,633.9353772934828
video0_or_3,5,18,312.2482169870053,566.6224395171985
video0_or_3,6,18,166.07600246780123,592.492301313453
video0_or_3,7,18,276.9725976232543,794.9767979789908
video0_or_3,8,18,220.0305716122506,1048.0713125505977
video0_or_3,10,18,517.1960971607099,468.0901793522859
video0_or_3,11,18,707.0312749138673,492.08903115835824
video0_or_3,1,19,90.81119102235243,924.0195613420781
video0_or_3,2,19,582.3634654721486,573.6244490395383
video0_or_3,3,19,450.61416865029236,551.9305539719508
video0_or_3,4,19,277.24691995020913,634.0404052268478
video0_or_3,5,19,313.3063609790404,565.4090760475748
video0_or_3,6,19,169.88574144213604,591.5820690101527
video0_or_3,7,19,276.7424537450058,794.7675765031365
video0_or_3,8,19,219.56283107258494,1048.5494802224132
video0_or_3,10,19,518.3971909350693,467.931638406312
video0_or_3,11,19,703.9827851677512,492.56078834871437
video0_or_3,1,20,90.76380673529653,923.9655566655667
video0_or_3,2,20,585.9453920432798,572.1004942699573
video0_or_3,3,20,450.9081905579774,550.1067567070922
video0_or_3,4,20,276.8310649631389,634.735378751635
video0_or_3,5,20,318.14707085247676,563.3037224610089
video0_or_3,6,20,174.92284614636432,592.2921766410716
video0_or_3,7,20,276.835801926988,793.0239897445327
video0_or_3,8,20,218.9950183866385,1059.7836916414014
video0_or_3,10,20,519.0878411918698,467.2110896880969
video0_or_3,11,20,699.8778557493586,493.30418149102934
video0_or_3,12,20,741.560533311632,517.8463835539642
video0_or_3,1,21,90.7572754634329,923.9687223750508
video0_or_3,2,21,588.0594192832484,571.9870486175523
video0_or_3,3,21,450.60664554283284,549.8307067866696
video0_or_3,4,21,276.2983715423344,635.1544379904465
video0_or_3,5,21,320.407615018148,566.7843347644873
video0_or_3,6,21,177.79428742950176,591.9860143230593
video0_or_3,7,21,277.33467436172856,789.9934151558848
video0_or_3,8,21,218.9734130345346,1059.3575952223903
video0_or_3,10,21,518.4681757022807,467.7446410403203
video0_or_3,11,21,699.2571016514493,493.5668571706271
video0_or_3,12,21,739.9670129012093,519.7599454228904
video0_or_3,1,22,90.74062177276035,923.983035150436
video0_or_3,2,22,591.2269059060205,570.8160334685869
video0_or_3,3,22,450.36360275255817,549.820634087282
video0_or_3,4,22,276.3891213398809,635.7465158802087
video0_or_3,5,22,322.8888430272644,565.7737223480539
video0_or_3,6,22,182.55700506843726,593.0933376546809
video0_or_3,7,22,277.2761464925798,789.8407160287043
video0_or_3,8,22,219.1544807269874,1059.4139319451247
video0_or_3,10,22,518.6979231002427,467.9472693974195
video0_or_3,11,22,695.4228821287471,493.5593920534198
video0_or_3,12,22,737.5406653134249,518.8257345872036
video0_or_3,1,23,90.72337600730812,923.9692676590299
video0_or_3,2,23,594.3681196493654,568.6809821128026
video0_or_3,3,23,450.3279001177974,549.4862711443888
video0_or_3,4,23,276.4903057487371,635.4653083566114
video0_or_3,5,23,326.4436957268848,566.8973912538268
video0_or_3,6,23,186.7503885564757,594.4969982282496
video0_or_3,7,23,277.5716324751871,788.6415276806082
video0_or_3,8,23,219.94942523429228,1058.4082212598357
video0_or_3,10,23,520.7535952630255,467.60953356436073
video0_or_3,11,23,690.3018331362364,494.74589473320754
video0_or_3,12,23,733.8668207223374,519.3185546626638
video0_or_3,1,24,90.81232800622729,923.8982434401585
video0_or_3,2,24,598.2120295357589,568.7741513730386
video0_or_3,3,24,450.3048937794617,548.5009458939751
video0_or_3,4,24,276.88432083216145,636.4695531878799
video0_or_3,5,24,328.39287576979586,569.5548342271225
video0_or_3,6,24,193.2989525538797,592.8494067837681
video0_or_3,7,24,278.4322895660808,785.5090585616208
video0_or_3,8,24,220.4362474198133,1059.8353507995403
video0_or_3,10,24,522.8010400117065,466.6777400946176
video0_or_3,11,24,688.3951878888543,494.3078035131486
video0_or_3,12,24,731.0295324817852,517.4642012426998
video0_or_3,1,25,90.80802289710446,923.9262361231094
video0_or_3,2,25,599.6506747847774,569.5992468629598
video0_or_3,3,25,449.90306414489305,546.653486819492
video0_or_3,4,25,276.9695499432581,636.7359109811133
video0_or_3,5,25,333.392694987483,566.6656008410284
video0_or_3,6,25,196.58668013398108,592.6825433052473
video0_or_3,7,25,278.7842316213446,785.3439432520559
video0_or_3,8,25,221.0093669520256,1055.7085470350535
video0_or_3,10,25,523.8004961961846,465.91493165695385
video0_or_3,11,25,686.6896053763737,492.8064831513238
video0_or_3,12,25,727.1066684123057,517.1078966374648
video0_or_3,1,26,90.79501473366585,923.9182856812415
video0_or_3,2,26,602.0954558485953,567.3642925426946
video0_or_3,3,26,449.9301925350629,546.1498295348214
video0_or_3,4,26,276.51652269029177,636.7253630399571
video0_or_3,5,26,337.20684990204074,565.61415276729
video0_or_3,6,26,202.35209809637578,593.3823963231075
video0_or_3,7,26,278.28339336570434,784.5272597004736
video0_or_3,8,26,219.62603867216055,1060.0378400816132
video0_or_3,10,26,524.3599402489281,465.17587428800226
video0_or_3,11,26,687.0987901508053,493.4967861643549
video0_or_3,12,26,724.8545162276147,518.0096093035004
video0_or_3,13,26,220.33313751220703,1036.84610720034
video0_or_3,1,27,90.78773647863056,923.9718222498714
video0_or_3,2,27,604.3124312471326,567.7799811679332
video0_or_3,3,27,449.88623110457894,544.1528639503346
video0_or_3,4,27,275.89557922973,639.7773113327399
video0_or_3,5,27,338.189147962394,566.5640628529125
video0_or_3,6,27,206.58671143719175,593.0047923039261
video0_or_3,7,27,279.18232613944133,783.4284996093623
video0_or_3,8,27,220.4710002627721,1054.7672499412135
video0_or_3,10,27,524.9178745532853,465.6576464679742
video0_or_3,11,27,681.1283475889778,493.5536315308564
video0_or_3,12,27,724.3354911936498,517.9910845717751
video0_or_3,13,27,220.45162492884714,1036.3275175529632
video0_or_3,1,28,90.4008400946562,924.2314874397692
video0_or_3,2,28,607.1741428269393,568.485106284885
video0_or_3,3,28,448.35899613384703,543.0731309948133
video0_or_3,4,28,276.47242146743986,641.4821512045379
video0_or_3,5,28,341.6243084110704,567.2597420619564
video0_or_3,6,28,211.26991271040788,591.5801155848303
video0_or_3,7,28,279.7543175090375,781.1133229366084
video0_or_3,8,28,219.1356318707446,1062.1086721483364
video0_or_3,10,28,525.2989265554147,465.69927378551205
video0_or_3,11,28,676.4453832665646,493.40257029418694
video0_or_3,12,28,722.7161023600715,518.1194696780238
video0_or_3,13,28,220.22803420663695,1033.9346608500334
video0_or_3,1,29,90.81422970634948,923.9354834927469
video0_or_3,2,29,610.523816993322,565.9066764361772
video0_or_3,3,29,449.12916533982104,542.3693727705294
video0_or_3,4,29,276.05023228746654,641.9664781143075
video0_or_3,5,29,343.53731936143294,566.6467592224064
video0_or_3,6,29,215.41282178555267,592.1425361138761
